term,df,sumsq,meansq,statistic,p.value,Protein,p_adj_FDR
df$group,4,979034.328,244758.582,0.488242199,0.744325184,sLeptin.R,0.847454577
df$group,4,485181.4298,121295.3575,0.485763652,0.746127378,CPNS2,0.847831354
df$group,4,26503673.94,6625918.484,0.48547355,0.746338315,PRRT2,0.847831354
df$group,4,11624.36822,2906.092055,0.486817439,0.745361154,ADRM1,0.847831354
df$group,4,713533413.4,178383353.4,0.484063114,0.747363846,UBE2K,0.848358961
df$group,4,245346.3779,61336.59449,0.482941906,0.748179063,H6ST1,0.848647219
df$group,4,9021409.33,2255352.332,0.481909189,0.748929922,RNZ1,0.848862101
df$group,4,473472.7821,118368.1955,0.47536416,0.753688021,TBPL1,0.85280331
df$group,4,1969686.86,492421.7151,0.475457475,0.753620192,MBL,0.85280331
df$group,4,272982.553,68245.63825,0.474022438,0.754663247,sTie.2,0.85280331
df$group,4,6120679.515,1530169.879,0.474181611,0.754547556,Fragile.histidine.triad.protein,0.85280331
df$group,4,164234234.9,41058558.73,0.471266464,0.756666165,Serpin.B9,0.854210378
df$group,4,386604490.6,96651122.66,0.470754359,0.757038298,PUR8,0.854210378
df$group,4,179305.4214,44826.35536,0.468484221,0.758687773,BAFF.Receptor,0.855433194
df$group,4,568972740.8,142243185.2,0.46535125,0.760963656,HMCS1,0.856937192
df$group,4,608682010.7,152170502.7,0.464215275,0.761788695,AP2A2,0.856937192
df$group,4,176331105.7,44082776.41,0.463526759,0.762288706,Renin,0.856937192
df$group,4,101743.0388,25435.7597,0.464761842,0.761391745,C1QRF,0.856937192
df$group,4,1163200894,290800223.5,0.462261495,0.763207463,C7,0.857068944
df$group,4,81543511.38,20385877.85,0.461804056,0.763539595,Cathepsin.H,0.857068944
df$group,4,146601203.1,36650300.76,0.454636395,0.768741348,SERC,0.862247718
df$group,4,4520284.632,1130071.158,0.453874787,0.769293764,PLXB2.1,0.862247718
df$group,4,3295.712787,823.9281967,0.45269596,0.770148677,MA1A1,0.862566518
df$group,4,11098.12057,2774.530144,0.450364114,0.771839315,MRM1,0.863181245
df$group,4,506840.274,126710.0685,0.450891863,0.771456742,FGF23,0.863181245
df$group,4,26537.32967,6634.332417,0.447827308,0.773677799,IL.5,0.863380228
df$group,4,23266772.56,5816693.14,0.447754853,0.773730297,CHMP3,0.863380228
df$group,4,179717.8338,44929.45844,0.449162995,0.772709895,PP2A..subunit.B,0.863380228
df$group,4,613705.7779,153426.4445,0.444137773,0.776350178,PSMD4,0.863608169
df$group,4,13651649.77,3412912.441,0.44659461,0.774570865,SLIT3,0.863608169
df$group,4,11553.54089,2888.385222,0.442643038,0.777432287,CMTR1,0.863608169
df$group,4,1631921.886,407980.4715,0.444572166,0.776035639,Cystatin.C,0.863608169
df$group,4,90173.52255,22543.38064,0.44556146,0.775319204,GM.CSF,0.863608169
df$group,4,16707954.48,4176988.619,0.442864943,0.77727166,GAA,0.863608169
df$group,4,377124.1916,94281.04791,0.441951579,0.777932756,TM52B,0.863608169
df$group,4,80765689.23,20191422.31,0.439905004,0.779413608,IF4G1,0.864617297
df$group,4,2380.191112,595.0477781,0.438993313,0.780073073,KCTD1,0.864714433
df$group,4,7156154.799,1789038.7,0.429348,0.787041133,ROCK2,0.871536055
df$group,4,148181.0283,37045.25708,0.428878603,0.787379796,PDILT,0.871536055
df$group,4,145278.1795,36319.54487,0.420990527,0.79306403,LIMP.II,0.877185671
df$group,4,136361.4077,34090.35192,0.416264389,0.796462992,IL.15,0.880301202
df$group,4,92070755.89,23017688.97,0.414355748,0.797834103,CRKL,0.881172509
df$group,4,127864.3249,31966.08121,0.410976986,0.800258995,MT21C,0.883205547
df$group,4,114245.248,28561.31201,0.409267302,0.801484846,IL.13.Ra1,0.883913266
df$group,4,23852.40933,5963.102333,0.407865798,0.802489127,ALAT2,0.884173946
df$group,4,530566144.9,132641536.2,0.407305092,0.802890759,Leptin.1,0.884173946
df$group,4,75076.79231,18769.19808,0.40429464,0.805045585,ARFG1,0.885901692
df$group,4,17215.98856,4303.99714,0.402233582,0.806519303,AL1B1,0.886877953
df$group,4,39002420.28,9750605.071,0.400685714,0.807625219,MCEE,0.887448642
df$group,4,15886.94458,3971.736145,0.39975121,0.808292539,SIA8B,0.887536905
df$group,4,16919.64595,4229.911488,0.396220913,0.810810961,BCL6.1,0.888638076
df$group,4,26279.20324,6569.800809,0.39587352,0.811058561,HEMH,0.888638076
df$group,4,10612.29206,2653.073016,0.396708246,0.810463552,Dermokine,0.888638076
df$group,4,360178814.7,90044703.67,0.393289197,0.812899232,IF5A2,0.890009876
df$group,4,3084934.513,771233.6283,0.392359561,0.813560801,TWEAKR,0.890089675
df$group,4,1624998.786,406249.6965,0.390912072,0.814590295,Proteasome.subunit.alpha.type.5,0.890571602
df$group,4,14676831.96,3669207.989,0.389886072,0.815319564,GABR2.CD,0.890724841
df$group,4,2205313.045,551328.2613,0.386231485,0.817914092,Coagulation.Factor.XI,0.892914156
df$group,4,642377.2309,160594.3077,0.381176436,0.821494532,RASA1,0.896175853
df$group,4,282758.2897,70689.57243,0.378079076,0.82368336,Layilin,0.897915818
df$group,4,299259.4444,74814.86111,0.375582748,0.825444574,IP.10,0.899187461
df$group,4,10972.31567,2743.078919,0.372615462,0.827534609,HIF1N,0.89960205
df$group,4,432085.0552,108021.2638,0.37402399,0.826542974,Chitotriosidase.1,0.89960205
df$group,4,1841723.761,460430.9403,0.372508201,0.827610087,Amylase..alpha.1A,0.89960205
df$group,4,664939990.8,166234997.7,0.369409423,0.829788466,UBP14,0.90035836
df$group,4,200676.4286,50169.10716,0.370373844,0.829110958,IL24,0.90035836
df$group,4,1561782.409,390445.6022,0.368976728,0.830092298,KEAP1,0.90035836
df$group,4,1043979.548,260994.887,0.367032802,0.831456234,GT251,0.901191273
df$group,4,10251838.74,2562959.685,0.363515615,0.83391954,Gro.a,0.903213713
df$group,4,2342.298808,585.574702,0.362635393,0.834535088,DRP.1,0.903233395
df$group,4,156908532.5,39227133.12,0.361662911,0.835214717,ITI.heavy.chain.H1,0.903322355
df$group,4,194649.3246,48662.33114,0.360612867,0.835948027,X8ODP,0.903469205
df$group,4,87628.4668,21907.1167,0.357388804,0.838196142,MAGI2,0.903960461
df$group,4,810664.0034,202666.0009,0.357681884,0.837991997,EXOG,0.903960461
df$group,4,3501515.528,875378.8821,0.358726586,0.837263954,Cofilin.1,0.903960461
df$group,4,202894821.5,50723705.37,0.353228633,0.841089096,DLX2,0.906433865
df$group,4,1213117.666,303279.4165,0.35133976,0.842399576,BID,0.907199544
df$group,4,232149845.3,58037461.32,0.347387902,0.845135021,MAP3K3,0.908850748
df$group,4,379489.7999,94872.44998,0.348228304,0.844554028,TXD12,0.908850748
df$group,4,490936.642,122734.1605,0.346235885,0.845930793,DOCK2,0.909059957
df$group,4,214462976.2,53615744.04,0.343709748,0.847673102,sE.Selectin,0.91028532
df$group,4,38113.7673,9528.441826,0.330243437,0.856896091,MGAP,0.918635938
df$group,4,18824285.37,4706071.342,0.329262658,0.857563334,PTPRN,0.918635938
df$group,4,465.1908929,116.2977232,0.330036283,0.857037074,SYN3,0.918635938
df$group,4,354856.2629,88714.06572,0.328797463,0.857879592,PARK7.1,0.918635938
df$group,4,71558.19866,17889.54966,0.327470347,0.85878103,CEBPB,0.918950402
df$group,4,132102.3349,33025.58373,0.319999421,0.863833177,SOST,0.922016912
df$group,4,5428.894018,1357.223505,0.317114535,0.865773523,STAB1,0.922016912
df$group,4,2166434.712,541608.678,0.317714828,0.865370268,CSPG3,0.922016912
df$group,4,146086.1076,36521.5269,0.317842695,0.865284338,Caspase.8.1,0.922016912
df$group,4,262864.2819,65716.07047,0.31690331,0.865915354,ASAH2,0.922016912
df$group,4,3972102.078,993025.5195,0.319339805,0.864277357,Collectin.Kidney.1,0.922016912
df$group,4,116370.3678,29092.59194,0.320851112,0.863259196,Lysyl.oxidase.like.protein.2,0.922016912
df$group,4,35465368.14,8866342.034,0.314163776,0.867751883,PAFAH,0.922672889
df$group,4,60688.48501,15172.12125,0.314759362,0.867353087,cathepsin.K,0.922672889
df$group,4,498682.0346,124670.5087,0.309221153,0.871051041,WWC1,0.925529989
df$group,4,31098.00592,7774.501479,0.302940206,0.875216032,NF.ATc1,0.926826544
df$group,4,611536.0946,152884.0236,0.304192396,0.874388204,Prostasin,0.926826544
df$group,4,534096.0959,133524.024,0.301138974,0.876404589,INP4B,0.926826544
df$group,4,473186548.1,118296637,0.300899902,0.876562142,Apo.E3,0.926826544
df$group,4,16715760.45,4178940.112,0.302502575,0.875505051,Glutamate.carboxypeptidase,0.926826544
df$group,4,760418.2318,190104.5579,0.301870677,0.87592209,X17.beta.HSD.1,0.926826544
df$group,4,5315.351256,1328.837814,0.304248142,0.874351321,CDKA1,0.926826544
df$group,4,58424.32078,14606.08019,0.298298379,0.878273516,SPA24,0.927987111
df$group,4,17861490.49,4465372.622,0.294336492,0.880868778,tPA,0.930079324
df$group,4,3175.425152,793.856288,0.289712182,0.88388069,RCAN2,0.931308435
df$group,4,1754473.413,438618.3532,0.290017816,0.88368221,Angiogenin,0.931308435
df$group,4,27223.22116,6805.805291,0.290160394,0.88358959,NR3L1,0.931308435
df$group,4,3143.129562,785.7823904,0.288315365,0.884786719,MYPC3,0.931613871
df$group,4,1377450.065,344362.5161,0.285459643,0.886633522,Glutathione.S.transferase.Pi,0.932908758
df$group,4,703736.5597,175934.1399,0.2833955,0.887963717,Oxidized.PARK7,0.933009826
df$group,4,134931.8591,33732.96478,0.283460292,0.887922023,PCNA,0.933009826
df$group,4,691.4110105,172.8527526,0.281925842,0.888908372,NREP,0.933353791
df$group,4,571652.6637,142913.1659,0.277403404,0.89180232,TPMT,0.93399114
df$group,4,556865.7495,139216.4374,0.277114926,0.891986247,CTF8,0.93399114
df$group,4,81691.41782,20422.85446,0.277767693,0.891569942,IPP2.1,0.93399114
df$group,4,4507039.146,1126759.787,0.279997471,0.890144763,Siglec.9,0.93399114
df$group,4,13134.57065,3283.642662,0.271913682,0.895288274,EQTN,0.935505094
df$group,4,623091.7854,155772.9464,0.27312,0.894524853,HPBP1,0.935505094
df$group,4,9995443.724,2498860.931,0.272710355,0.894784263,PolyUbiquitin.K63,0.935505094
df$group,4,2220.339142,555.0847854,0.26628778,0.898828911,AS3MT,0.938556156
df$group,4,14090154.92,3522538.731,0.263202951,0.900756236,Leptin,0.93991955
df$group,4,10747.05388,2686.763469,0.260663333,0.902335242,TFR2,0.940917852
df$group,4,5607.51429,1401.878573,0.258886063,0.903436066,PEX5,0.941416493
df$group,4,120799.1677,30199.79192,0.254359443,0.90622391,BMP.6,0.943671179
df$group,4,148556.7767,37139.19417,0.252804389,0.907176274,JKIP3,0.94401275
df$group,4,263385.3922,65846.34804,0.250258106,0.908729671,XTP3B,0.94497886
df$group,4,1261452.956,315363.2389,0.245846795,0.911402817,CIB1,0.946456772
df$group,4,436148.5007,109037.1252,0.246106128,0.911246309,FCRL3,0.946456772
df$group,4,67413855.92,16853463.98,0.243557655,0.91278079,CHRD,0.94647635
df$group,4,187781.8949,46945.47372,0.242693033,0.913299599,Cadherin.E,0.94647635
df$group,4,3072882.369,768220.5921,0.242966827,0.913135411,FCG2A,0.94647635
df$group,4,661933.7704,165483.4426,0.234238906,0.918323312,FA38A,0.951030718
df$group,4,764956.8988,191239.2247,0.229780752,0.920935579,COMD1,0.953083228
df$group,4,528050.7801,132012.695,0.223945597,0.924314713,IDUA,0.955926023
df$group,4,254504.9034,63626.22585,0.216345842,0.928645288,IL.2.sRa,0.95974824
df$group,4,302355.2723,75588.81807,0.212260883,0.930938949,MO2R1.CD,0.96038607
df$group,4,9351.56321,2337.890803,0.212516333,0.93079623,FGF.8F,0.96038607
df$group,4,7992.326064,1998.081516,0.211850592,0.931167976,ITB5,0.96038607
df$group,4,15114.08292,3778.52073,0.208294343,0.933142623,IF4G3,0.96176663
df$group,4,503722.6054,125930.6513,0.201841393,0.936676807,BACH2,0.961876682
df$group,4,330740.8836,82685.22091,0.203927626,0.935541208,SRP14,0.961876682
df$group,4,25.67188665,6.417971663,0.201293711,0.936973803,NA..10,0.961876682
df$group,4,7887.182939,1971.795735,0.202936594,0.936081499,NGL1,0.961876682
df$group,4,5349375.488,1337343.872,0.201122834,0.93706637,ENPP7,0.961876682
df$group,4,15783.71081,3945.927703,0.205159544,0.934867479,JAG2,0.961876682
df$group,4,250173.3687,62543.34216,0.196125625,0.939753015,LRFN2,0.963342475
df$group,4,57746.46238,14436.6156,0.196096384,0.939768618,LEG9,0.963342475
df$group,4,236703.3166,59175.82916,0.194428657,0.940656252,NRX1A,0.963599087
df$group,4,784959.4426,196239.8606,0.187395951,0.944349069,MASP3.Heavy,0.966727009
df$group,4,76714138.75,19178534.69,0.181963249,0.947144626,ZFAN3,0.968932797
df$group,4,427048.1842,106762.0461,0.1786474,0.948825721,SMRC1,0.969996274
df$group,4,2453905.338,613476.3345,0.1732842,0.951503372,LIMK1,0.972076418
df$group,4,9133.142054,2283.285513,0.164928894,0.955569729,LRG,0.975571527
df$group,4,86078.28781,21519.57195,0.161997677,0.956965045,NDRG2,0.975678455
df$group,4,7721.134778,1930.283695,0.162483365,0.956734991,CTLA.4,0.975678455
df$group,4,182164.6321,45541.15802,0.160115181,0.957852392,ETHE1,0.975925079
df$group,4,650458.4148,162614.6037,0.157656504,0.959000888,PH,0.976411126
df$group,4,123623.8044,30905.95111,0.156318256,0.959620988,CRIS2,0.976411126
df$group,4,487051.9906,121762.9977,0.15191121,0.961637692,SLAF1,0.977805104
df$group,4,3374.031015,843.5077539,0.147743659,0.963508374,GLP1R.CD,0.978877041
df$group,4,5187.550232,1296.887558,0.146664934,0.963986715,SYT11,0.978877041
df$group,4,10712428.85,2678107.213,0.139476992,0.967111207,NSE,0.981390701
df$group,4,3709.914297,927.4785742,0.135490808,0.968795831,NKG2D,0.982440843
df$group,4,4172.029998,1043.0075,0.12548269,0.972868724,NELFE,0.98590986
df$group,4,3810.921643,952.7304107,0.121081605,0.974586658,ASH1L,0.986133733
df$group,4,102662.121,25665.53026,0.121811463,0.974304922,BCL6,0.986133733
df$group,4,180935254.7,45233813.68,0.119883879,0.975046251,FTCD,0.986133733
df$group,4,3290.875768,822.718942,0.114689632,0.976999433,PC4L1,0.987009987
df$group,4,747055.4148,186763.8537,0.112313394,0.977871006,SND1,0.987009987
df$group,4,133495949.6,33373987.39,0.113875027,0.977299788,PEDF.1,0.987009987
df$group,4,204700.2307,51175.05768,0.09954468,0.982310525,CBS.1,0.990829562
df$group,4,107714.1231,26928.53078,0.081543127,0.987833207,NCF.2,0.993303359
df$group,4,11548722.92,2887180.731,0.08569547,0.986638966,OTCase,0.993303359
df$group,4,1276166.848,319041.7119,0.080778404,0.988047786,ALKB3,0.993303359
df$group,4,386.0754144,96.5188536,0.087611103,0.986071619,FGF.8,0.993303359
df$group,4,1948.002501,487.0006254,0.082003728,0.987703155,BMPR1A,0.993303359
df$group,4,76950.4338,19237.60845,0.073411202,0.990027971,NF2L1,0.994632752
df$group,4,587358788.5,146839697.1,0.065860467,0.991889896,Hemopexin,0.995841648
df$group,4,2791.737059,697.9342647,0.061770892,0.992825451,YMEL1,0.995984535
df$group,4,228474.476,57118.619,0.052931853,0.994667095,TMOD2,0.995984535
df$group,4,2682.272777,670.5681941,0.055257033,0.994206929,LRP6,0.995984535
df$group,4,6539.421889,1634.855472,0.056761883,0.993899797,PUR2,0.995984535
df$group,4,5243.884025,1310.971006,0.044057432,0.996259737,DJC18,0.996919075
df$group,4,15310988.29,3827747.072,0.020149287,0.999191269,Thyroxine.Binding.Globulin,0.999191269
df$group,4,725415445.4,181353861.3,19.47604977,2.69037903501256e-11,TSP3,1.35595103364633e-08
df$group,4,32748793.04,8187198.26,13.98682327,9.64583172858151e-09,ATF6B,2.43074959560254e-06
df$group,4,1.62522E+11,40630577649,27.32913323,2.00625442119138e-14,SAA,3.03345668484137e-11
df$group,4,21057410600,5264352650,16.00870554,1.00440083374644e-09,LBP,3.03730812124925e-07
df$group,4,2672950700,668237675.1,18.21261221,9.70982913353184e-11,TSP4,3.67031541247503e-08
df$group,4,1.86864E+11,46716117919,23.67657931,4.90084533430712e-13,FGL1,3.70503907273618e-10
df$group,4,5732902666,1433225667,11.27382174,2.44747693114674e-07,Troponin.I..skeletal..fast.twitch,4.11176124432653e-05
df$group,4,4072701144,1018175286,12.8364453,3.69147311800293e-08,GPDA.1,7.97358193488634e-06
df$group,4,5523361666,1380840416,10.57994942,5.82177955107018e-07,Troponin.I..skeletal..fast.twitch.1,8.00230061928919e-05
df$group,4,17830470.5,4457617.624,10.62233658,5.51894843088823e-07,GLTL1,8.00230061928919e-05
df$group,4,446014788.7,111503697.2,12.7194216,4.24142676682025e-08,SFRP4,8.01629658929027e-06
df$group,4,144232134.1,36058033.52,10.47965073,6.60786644383271e-07,HGF,8.32591171922921e-05
